Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-7gnq,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: hedonic,Spreadsheet: uti,Manipulation: Spreadsheet,branch-4sm5
﻿1,1.747E+12,"11/05/2025, 20:54:00",1.74698E+12,-5,"11/05/2025, 10:54:00",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,consent
2,1.747E+12,"11/05/2025, 20:54:03",1.74698E+12,-5,"11/05/2025, 10:54:03",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 2,ebpf5f,1,continue,,2937.7,2933.9,2937.7,2937.7,2933.9,2937.7,1,0,0,,Click To Continue,Continue Button,3,object-9,Display 1,both_uti_choc.png,both_hed_choc.png,,consent
3,1.747E+12,"11/05/2025, 20:54:09",1.74698E+12,-5,"11/05/2025, 10:54:09",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,10,2816.1,5550.2,5553.3,2816.1,5550.2,5553.3,1,2737.2,0,,Single Number Entry,Single Number Entry,6,object-42,Display 1,both_uti_choc.png,both_hed_choc.png,,consent
4,1.747E+12,"11/05/2025, 20:54:09",1.74698E+12,-5,"11/05/2025, 10:54:09",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,Very unlikely,1367.1,5550.2,5553.7,1367.1,5550.2,5553.7,1,4186.6,0,,Rating Scale,Rating Scale,4,object-15,Display 1,both_uti_choc.png,both_hed_choc.png,,consent
5,1.747E+12,"11/05/2025, 20:54:14",1.74698E+12,-5,"11/05/2025, 10:54:14",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 9,1162ry,3,continue,,5506.3,5499.1,5506.3,5506.3,5499.1,5506.3,1,0,0,,Click To Continue,Continue Button,6,object-103,Display 1,both_uti_choc.png,both_hed_choc.png,,consent
6,1.747E+12,"11/05/2025, 20:54:14",1.74698E+12,-5,"11/05/2025, 10:54:14",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 9,1162ry,3,response,Slightly valuable,1666.5,5499.1,5508,1666.5,5499.1,5508,1,3841.5,0,,Rating Scale,Rating Scale,3,object-98,Display 1,both_uti_choc.png,both_hed_choc.png,,consent
7,1.747E+12,"11/05/2025, 20:54:14",1.74698E+12,-5,"11/05/2025, 10:54:14",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 9,1162ry,3,response,Do not trust at all,4066.8,5499.1,5508.4,4066.8,5499.1,5508.4,1,1441.6,0,,Rating Scale,Rating Scale,5,object-101,Display 1,both_uti_choc.png,both_hed_choc.png,,consent
8,1.747E+12,"11/05/2025, 20:54:16",1.74698E+12,-5,"11/05/2025, 10:54:16",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 6,hdb9ih,4,continue,,1705.5,1700.4,1705.5,1705.5,1700.4,1705.5,1,0,0,,Click To Continue,Continue Button,3,object-625,Display 1,both_uti_choc.png,both_hed_choc.png,,consent
9,1.747E+12,"11/05/2025, 20:54:22",1.74698E+12,-5,"11/05/2025, 10:54:22",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,30,3333.9,6249.7,6253.3,3333.9,6249.7,6253.3,1,2919.4,0,,Single Number Entry,Single Number Entry,6,object-73,Display 1,both_uti_choc.png,both_hed_choc.png,,consent
10,1.747E+12,"11/05/2025, 20:54:22",1.74698E+12,-5,"11/05/2025, 10:54:22",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,Somewhat unlikely,2050,6249.7,6253.9,2050,6249.7,6253.9,1,4203.9,0,,Rating Scale,Rating Scale,4,object-71,Display 1,both_uti_choc.png,both_hed_choc.png,,consent
11,1.747E+12,"11/05/2025, 20:54:25",1.74698E+12,-5,"11/05/2025, 10:54:25",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 10,evnn3p,6,continue,,2435.6,2433.1,2435.6,2435.6,2433.1,2435.6,1,0,0,,Click To Continue,Continue Button,6,object-110,Display 1,both_uti_choc.png,both_hed_choc.png,,consent
12,1.747E+12,"11/05/2025, 20:54:25",1.74698E+12,-5,"11/05/2025, 10:54:25",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 10,evnn3p,6,response,Somewhat valuable,1399.9,2433.1,2440.1,1399.9,2433.1,2440.1,1,1040.2,0,,Rating Scale,Rating Scale,3,object-107,Display 1,both_uti_choc.png,both_hed_choc.png,,consent
13,1.747E+12,"11/05/2025, 20:54:25",1.74698E+12,-5,"11/05/2025, 10:54:25",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 1,Screen 10,evnn3p,6,response,Trust somewhat,1866.4,2433.1,2440.6,1866.4,2433.1,2440.6,1,574.1999999,0,,Rating Scale,Rating Scale,5,object-109,Display 1,both_uti_choc.png,both_hed_choc.png,,consent
14,1.747E+12,"11/05/2025, 20:54:26",1.74698E+12,-5,"11/05/2025, 10:54:26",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 2,7hdzze,1,continue,,905.4,900.5,905.4,905.4,900.5,905.4,1,0,0,,Click To Continue,Continue Button,3,object-50,Display 2,both_hed_hd.png,both_uti_hd.png,,consent
15,1.747E+12,"11/05/2025, 20:54:30",1.74698E+12,-5,"11/05/2025, 10:54:30",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,70,3517.1,4500.2,4517.5,3517.1,4500.2,4517.5,1,1000.4,0,,Single Number Entry,Single Number Entry,6,object-58,Display 2,both_hed_hd.png,both_uti_hd.png,,consent
16,1.747E+12,"11/05/2025, 20:54:30",1.74698E+12,-5,"11/05/2025, 10:54:30",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,Neutral,2416.9,4500.2,4517.6,2416.9,4500.2,4517.6,1,2100.7,0,,Rating Scale,Rating Scale,4,object-56,Display 2,both_hed_hd.png,both_uti_hd.png,,consent
17,1.747E+12,"11/05/2025, 20:54:35",1.74698E+12,-5,"11/05/2025, 10:54:35",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 6,zx7nrg,3,continue,,4317.3,4316.2,4317.3,4317.3,4316.2,4317.3,1,0,0,,Click To Continue,Continue Button,6,object-118,Display 2,both_hed_hd.png,both_uti_hd.png,,consent
18,1.747E+12,"11/05/2025, 20:54:35",1.74698E+12,-5,"11/05/2025, 10:54:35",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 6,zx7nrg,3,response,Moderately valuable,2315.8,4316.2,4318,2315.8,4316.2,4318,1,2002.2,0,,Rating Scale,Rating Scale,3,object-115,Display 2,both_hed_hd.png,both_uti_hd.png,,consent
19,1.747E+12,"11/05/2025, 20:54:35",1.74698E+12,-5,"11/05/2025, 10:54:35",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 6,zx7nrg,3,response,Trust somewhat,2999.3,4316.2,4318.5,2999.3,4316.2,4318.5,1,1319.2,0,,Rating Scale,Rating Scale,5,object-117,Display 2,both_hed_hd.png,both_uti_hd.png,,consent
20,1.747E+12,"11/05/2025, 20:54:36",1.74698E+12,-5,"11/05/2025, 10:54:36",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 4,auj52o,4,continue,,1067.3,1050.6,1067.3,1067.3,1050.6,1067.3,1,0,0,,Click To Continue,Continue Button,3,object-80,Display 2,both_hed_hd.png,both_uti_hd.png,,consent
21,1.747E+12,"11/05/2025, 20:54:41",1.74698E+12,-5,"11/05/2025, 10:54:41",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 8,wdarmw,5,response,30,2232.4,4982.7,4992.4,2232.4,4982.7,4992.4,1,2760,0,,Single Number Entry,Single Number Entry,6,object-133,Display 2,both_hed_hd.png,both_uti_hd.png,,consent
22,1.747E+12,"11/05/2025, 20:54:41",1.74698E+12,-5,"11/05/2025, 10:54:41",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 8,wdarmw,5,response,Very unlikely,1049.2,4982.7,4992.7,1049.2,4982.7,4992.7,1,3943.5,0,,Rating Scale,Rating Scale,4,object-131,Display 2,both_hed_hd.png,both_uti_hd.png,,consent
23,1.747E+12,"11/05/2025, 20:54:44",1.74698E+12,-5,"11/05/2025, 10:54:44",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 7,2ia6gz,6,continue,,3513.3,3499.5,3513.3,3513.3,3499.5,3513.3,1,0,0,,Click To Continue,Continue Button,6,object-126,Display 2,both_hed_hd.png,both_uti_hd.png,,consent
24,1.747E+12,"11/05/2025, 20:54:44",1.74698E+12,-5,"11/05/2025, 10:54:44",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 7,2ia6gz,6,response,Not valuable at all,1833.4,3499.5,3513.7,1833.4,3499.5,3513.7,1,1680.3,0,,Rating Scale,Rating Scale,3,object-123,Display 2,both_hed_hd.png,both_uti_hd.png,,consent
25,1.747E+12,"11/05/2025, 20:54:44",1.74698E+12,-5,"11/05/2025, 10:54:44",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,Spreadsheet1,1,Display 2,Screen 7,2ia6gz,6,response,Trust very little,2716.5,3499.5,3513.9,2716.5,3499.5,3513.9,1,797.4,0,,Rating Scale,Rating Scale,5,object-125,Display 2,both_hed_hd.png,both_uti_hd.png,,consent
26,1.747E+12,"11/05/2025, 20:54:44",1.74698E+12,-5,"11/05/2025, 10:54:44",226982,10,task-cicn,,46071371,13398020,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x778,,Both_cue,8,P+S,,,,,,,info,END,,,44094,,,,,,,,,,,,,,,,consent
﻿1,1.747E+12,"11/05/2025, 20:58:58",1.74698E+12,-5,"11/05/2025, 10:58:58",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,consent
2,1.747E+12,"11/05/2025, 20:59:23",1.74698E+12,-5,"11/05/2025, 10:59:23",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 2,ebpf5f,1,continue,,24067.6,24050.9,24067.6,24067.6,24050.9,24067.6,1,0,0,,Click To Continue,Continue Button,3,object-9,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
3,1.747E+12,"11/05/2025, 21:00:05",1.74698E+12,-5,"11/05/2025, 11:00:05",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,4,37901.1,42867.4,42884,37901.1,42867.4,42884,1,4982.9,0,,Single Number Entry,Single Number Entry,6,object-42,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
4,1.747E+12,"11/05/2025, 21:00:05",1.74698E+12,-5,"11/05/2025, 11:00:05",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 3,fqpwl6,2,response,Unlikely,23000.8,42867.4,42884.3,23000.8,42867.4,42884.3,1,19883.5,0,,Rating Scale,Rating Scale,4,object-15,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
5,1.747E+12,"11/05/2025, 21:00:33",1.74698E+12,-5,"11/05/2025, 11:00:33",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 8,n59cuc,3,continue,,27566.1,27550.5,27566.1,27566.1,27550.5,27566.1,1,0,0,,Click To Continue,Continue Button,6,object-122,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
6,1.747E+12,"11/05/2025, 21:00:33",1.74698E+12,-5,"11/05/2025, 11:00:33",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 8,n59cuc,3,response,Slightly valuable,13766.9,27550.5,27566.3,13766.9,27550.5,27566.3,1,13799.4,0,,Rating Scale,Rating Scale,3,object-94,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
7,1.747E+12,"11/05/2025, 21:00:33",1.74698E+12,-5,"11/05/2025, 11:00:33",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 8,n59cuc,3,response,Trust very little,26517.9,27550.5,27566.3,26517.9,27550.5,27566.3,1,1048.4,0,,Rating Scale,Rating Scale,5,object-97,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
8,1.747E+12,"11/05/2025, 21:00:42",1.74698E+12,-5,"11/05/2025, 11:00:42",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 6,hdb9ih,4,continue,,9299.3,9283.6,9299.3,9299.3,9283.6,9299.3,1,0,0,,Click To Continue,Continue Button,3,object-625,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
9,1.747E+12,"11/05/2025, 21:00:54",1.74698E+12,-5,"11/05/2025, 11:00:54",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,25,8368,12251.4,12265.4,8368,12251.4,12265.4,1,3897.4,0,,Single Number Entry,Single Number Entry,6,object-73,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
10,1.747E+12,"11/05/2025, 21:00:54",1.74698E+12,-5,"11/05/2025, 11:00:54",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 7,anxxu9,5,response,Neutral,6034.2,12251.4,12267.1,6034.2,12251.4,12267.1,1,6232.9,0,,Rating Scale,Rating Scale,4,object-71,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
11,1.747E+12,"11/05/2025, 21:01:25",1.74698E+12,-5,"11/05/2025, 11:01:25",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 9,vsokun,6,continue,,30065.7,30050.9,30065.7,30065.7,30050.9,30065.7,1,0,0,,Click To Continue,Continue Button,6,object-125,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
12,1.747E+12,"11/05/2025, 21:01:25",1.74698E+12,-5,"11/05/2025, 11:01:25",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 9,vsokun,6,response,Moderately valuable,18616.4,30050.9,30067.5,18616.4,30050.9,30067.5,1,11451.1,0,,Rating Scale,Rating Scale,3,object-103,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
13,1.747E+12,"11/05/2025, 21:01:25",1.74698E+12,-5,"11/05/2025, 11:01:25",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 1,Screen 9,vsokun,6,response,Neutral,28850.3,30050.9,30067.5,28850.3,30050.9,30067.5,1,1217.2,0,,Rating Scale,Rating Scale,5,object-105,Display 1,no_uti_choc.png,no_hed_choc.png,,consent
14,1.747E+12,"11/05/2025, 21:01:27",1.74698E+12,-5,"11/05/2025, 11:01:27",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 2,7hdzze,1,continue,,2348,2333.4,2348,2348,2333.4,2348,1,0,0,,Click To Continue,Continue Button,3,object-50,Display 2,no_uti_hd.png,no_hed_hd.png,,consent
15,1.747E+12,"11/05/2025, 21:01:59",1.74698E+12,-5,"11/05/2025, 11:01:59",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,29,11583.5,32067.8,32082.1,11583.5,32067.8,32082.1,1,20498.6,0,,Single Number Entry,Single Number Entry,6,object-58,Display 2,no_uti_hd.png,no_hed_hd.png,,consent
16,1.747E+12,"11/05/2025, 21:01:59",1.74698E+12,-5,"11/05/2025, 11:01:59",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 3,9p8xm6,2,response,Unlikely,4966.8,32067.8,32084.2,4966.8,32067.8,32084.2,1,27117.4,0,,Rating Scale,Rating Scale,4,object-56,Display 2,no_uti_hd.png,no_hed_hd.png,,consent
17,1.747E+12,"11/05/2025, 21:02:12",1.74698E+12,-5,"11/05/2025, 11:02:12",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 6,buudn6,3,continue,,13382,13367.1,13382,13382,13367.1,13382,1,0,0,,Click To Continue,Continue Button,6,object-126,Display 2,no_uti_hd.png,no_hed_hd.png,,consent
18,1.747E+12,"11/05/2025, 21:02:12",1.74698E+12,-5,"11/05/2025, 11:02:12",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 6,buudn6,3,response,Slightly valuable,7166.6,13367.1,13383.7,7166.6,13367.1,13383.7,1,6217.1,0,,Rating Scale,Rating Scale,3,object-111,Display 2,no_uti_hd.png,no_hed_hd.png,,consent
19,1.747E+12,"11/05/2025, 21:02:12",1.74698E+12,-5,"11/05/2025, 11:02:12",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 6,buudn6,3,response,Neutral,12732.8,13367.1,13383.7,12732.8,13367.1,13383.7,1,650.9,0,,Rating Scale,Rating Scale,5,object-113,Display 2,no_uti_hd.png,no_hed_hd.png,,consent
20,1.747E+12,"11/05/2025, 21:02:19",1.74698E+12,-5,"11/05/2025, 11:02:19",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 4,auj52o,4,continue,,6648.5,6633.6,6648.5,6648.5,6633.6,6648.5,1,0,0,,Click To Continue,Continue Button,3,object-80,Display 2,no_uti_hd.png,no_hed_hd.png,,consent
21,1.747E+12,"11/05/2025, 21:02:28",1.74698E+12,-5,"11/05/2025, 11:02:28",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,80,2100,9450.3,9464.8,2100,9450.3,9464.8,1,7364.8,0,,Single Number Entry,Single Number Entry,6,object-88,Display 2,no_uti_hd.png,no_hed_hd.png,,consent
22,1.747E+12,"11/05/2025, 21:02:35",1.74698E+12,-5,"11/05/2025, 11:02:35",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,80,16098.8,16082.9,16098.8,16098.8,16082.9,16098.8,1,0,0,,Single Number Entry,Single Number Entry,6,object-88,Display 2,no_uti_hd.png,no_hed_hd.png,,consent
23,1.747E+12,"11/05/2025, 21:02:35",1.74698E+12,-5,"11/05/2025, 11:02:35",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 5,6bvrh3,5,response,Somewhat unlikely,14433.8,16082.9,16099.6,14433.8,16082.9,16099.6,1,1665.8,0,,Rating Scale,Rating Scale,4,object-86,Display 2,no_uti_hd.png,no_hed_hd.png,,consent
24,1.747E+12,"11/05/2025, 21:02:56",1.74698E+12,-5,"11/05/2025, 11:02:56",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 7,zwgmqn,6,continue,,20533.6,20518.1,20533.6,20533.6,20518.1,20533.6,1,0,0,,Click To Continue,Continue Button,6,object-127,Display 2,no_uti_hd.png,no_hed_hd.png,,consent
25,1.747E+12,"11/05/2025, 21:02:56",1.74698E+12,-5,"11/05/2025, 11:02:56",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 7,zwgmqn,6,response,Moderately valuable,9967.9,20518.1,20534.5,9967.9,20518.1,20534.5,1,10566.6,0,,Rating Scale,Rating Scale,3,object-119,Display 2,no_uti_hd.png,no_hed_hd.png,,consent
26,1.747E+12,"11/05/2025, 21:02:56",1.74698E+12,-5,"11/05/2025, 11:02:56",226982,10,task-a3hj,,46071474,13398032,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1337x695,,None_cue,7,No Cue,Spreadsheet1,1,Display 2,Screen 7,zwgmqn,6,response,Trust somewhat,19301.6,20518.1,20534.5,19301.6,20518.1,20534.5,1,1232.9,0,,Rating Scale,Rating Scale,5,object-121,Display 2,no_uti_hd.png,no_hed_hd.png,,consent
